id,fecha_de_pago,tipo,descontar_nuevos,page
5028,2022-03-03 07:48:00,MECANICA,No,suscripcion
5029,2022-03-03 07:48:00,MECANICA,No,suscripcion
5030,2022-03-03 07:48:00,MECANICA,No,suscripcion
5031,2022-03-03 07:48:00,MECANICA,No,suscripcion
5032,2022-03-03 07:48:00,MECANICA,No,suscripcion
5033,2022-03-03 07:48:00,MECANICA,No,suscripcion
5034,2022-03-03 07:48:00,MECANICA,No,suscripcion
5035,2022-03-03 07:48:00,MECANICA,No,suscripcion
5036,2022-03-03 07:48:00,ELECTRICA,No,renting
5037,2022-03-03 07:48:00,MECANICA,No,suscripcion
5038,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5039,2022-03-03 07:48:00,MECANICA,No,suscripcion
5041,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5042,2022-03-03 07:48:00,MECANICA,No,suscripcion
5043,2022-03-03 07:48:00,MECANICA,No,suscripcion
5044,2022-03-03 07:48:00,MECANICA,No,renting
5045,2022-03-03 07:48:00,MECANICA,No,suscripcion
5046,2022-03-03 07:48:00,MECANICA,Yes,suscripcion
5048,2022-03-03 07:48:00,MECANICA,No,suscripcion
5049,2022-03-03 07:48:00,MECANICA,No,suscripcion
5050,2022-03-03 07:48:00,MECANICA,No,suscripcion
5052,2022-03-03 07:48:00,MECANICA,No,suscripcion
5053,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5054,2022-03-03 07:48:00,MECANICA,Yes,suscripcion
5055,2022-03-03 07:48:00,MECANICA,No,suscripcion
5056,2022-03-03 07:48:00,MECANICA,No,suscripcion
5057,2022-03-03 07:48:00,MECANICA,Yes,suscripcion
5058,2022-03-03 07:48:00,MECANICA,No,suscripcion
5059,2022-03-03 07:48:00,MECANICA,No,suscripcion
5060,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5061,2022-03-03 07:48:00,MECANICA,No,suscripcion
5062,2022-03-03 07:48:00,MECANICA,No,suscripcion
5063,2022-03-03 07:48:00,MECANICA,No,suscripcion
5064,2022-03-03 07:48:00,MECANICA,No,suscripcion
5065,2022-03-03 07:48:00,MECANICA,No,suscripcion
5066,2022-03-03 07:48:00,MECANICA,No,suscripcion
5067,2022-03-03 07:48:00,MECANICA,Yes,suscripcion
5068,2022-03-03 07:48:00,MECANICA,No,suscripcion
5069,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5070,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5071,2022-03-03 07:48:00,MECANICA,No,suscripcion
5072,2022-03-03 07:48:00,MECANICA,No,suscripcion
5073,2022-03-03 07:48:00,MECANICA,No,suscripcion
5074,2022-03-03 07:48:00,MECANICA,No,suscripcion
5075,2022-03-03 07:48:00,MECANICA,No,suscripcion
5076,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5077,2022-03-03 07:48:00,MECANICA,No,suscripcion
5078,2022-03-03 07:48:00,MECANICA,No,suscripcion
5079,2022-03-03 07:48:00,MECANICA,No,suscripcion
5080,2022-03-03 07:48:00,MECANICA,No,suscripcion
5081,2022-03-03 07:48:00,MECANICA,No,suscripcion
5082,2022-03-03 07:48:00,MECANICA,Yes,suscripcion
5083,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5084,2022-03-03 07:48:00,MECANICA,No,suscripcion
5085,2022-03-03 07:48:00,MECANICA,No,suscripcion
5086,2022-03-03 07:48:00,MECANICA,No,suscripcion
5087,2022-03-03 07:48:00,MECANICA,No,suscripcion
5088,2022-03-03 07:48:00,MECANICA,No,suscripcion
5089,2022-03-03 07:48:00,MECANICA,No,suscripcion
5090,2022-03-03 07:48:00,MECANICA,No,suscripcion
5091,2022-03-03 07:48:00,MECANICA,No,suscripcion
5093,2022-03-03 07:48:00,MECANICA,No,suscripcion
5094,2022-03-03 07:48:00,MECANICA,No,suscripcion
5095,2022-03-03 07:48:00,MECANICA,No,suscripcion
5097,2022-03-03 07:48:00,MECANICA,No,suscripcion
5098,2022-03-03 07:48:00,MECANICA,No,suscripcion
5099,2022-03-03 07:48:00,ELECTRICA,Yes,suscripcion
5100,2022-03-03 07:48:00,MECANICA,No,suscripcion
5101,2022-03-03 07:48:00,MECANICA,No,suscripcion
5102,2022-03-03 07:48:00,MECANICA,No,suscripcion
5103,2022-03-03 07:48:00,MECANICA,No,suscripcion
5104,2022-03-03 07:48:00,MECANICA,No,suscripcion
5105,2022-03-03 07:48:00,MECANICA,No,suscripcion
5106,2022-03-03 07:48:00,MECANICA,No,suscripcion
5107,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5108,2022-03-03 07:48:00,MECANICA,No,suscripcion
5110,2022-03-03 07:48:00,MECANICA,No,suscripcion
5111,2022-03-03 07:48:00,MECANICA,No,suscripcion
5112,2022-03-03 07:48:00,ELECTRICA,Yes,suscripcion
5113,2022-03-03 07:48:00,MECANICA,Yes,suscripcion
5114,2022-03-03 07:48:00,MECANICA,No,suscripcion
5115,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5116,2022-03-03 07:48:00,MECANICA,No,suscripcion
5117,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5118,2022-03-03 07:48:00,MECANICA,No,suscripcion
5119,2022-03-03 07:48:00,MECANICA,No,suscripcion
5120,2022-03-03 07:48:00,MECANICA,No,renting
5121,2022-03-03 07:48:00,MECANICA,No,suscripcion
5122,2022-03-03 07:48:00,MECANICA,No,suscripcion
5123,2022-03-03 07:48:00,MECANICA,No,suscripcion
5124,2022-03-03 07:48:00,MECANICA,No,suscripcion
5125,2022-03-03 07:48:00,MECANICA,No,suscripcion
5126,2022-03-03 07:48:00,MECANICA,No,suscripcion
5127,2022-03-03 07:48:00,MECANICA,No,suscripcion
5128,2022-03-03 07:48:00,MECANICA,No,suscripcion
5129,2022-03-03 07:48:00,MECANICA,No,suscripcion
5130,2022-03-03 07:48:00,MECANICA,No,suscripcion
5131,2022-03-03 07:48:00,MECANICA,No,suscripcion
5132,2022-03-03 07:48:00,MECANICA,No,suscripcion
5133,2022-03-03 07:48:00,MECANICA,No,suscripcion
5134,2022-03-03 07:48:00,MECANICA,Yes,suscripcion
5135,2022-03-03 07:48:00,MECANICA,No,suscripcion
5136,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5137,2022-03-03 07:48:00,MECANICA,No,suscripcion
5138,2022-03-03 07:48:00,MECANICA,No,suscripcion
5139,2022-03-03 07:48:00,MECANICA,No,renting
5140,2022-03-03 07:48:00,MECANICA,No,suscripcion
5141,2022-03-03 07:48:00,MECANICA,No,suscripcion
5142,2022-03-03 07:48:00,MECANICA,No,suscripcion
5143,2022-03-03 07:48:00,MECANICA,No,suscripcion
5144,2022-03-03 07:48:00,MECANICA,No,suscripcion
5145,2022-03-03 07:48:00,MECANICA,Yes,suscripcion
5146,2022-03-03 07:48:00,MECANICA,No,suscripcion
5147,2022-03-03 07:48:00,MECANICA,No,suscripcion
5148,2022-03-03 07:48:00,MECANICA,No,suscripcion
5149,2022-03-03 07:48:00,MECANICA,No,suscripcion
5150,2022-03-03 07:48:00,MECANICA,No,suscripcion
5151,2022-03-03 07:48:00,MECANICA,No,suscripcion
5152,2022-03-03 07:48:00,MECANICA,No,suscripcion
5153,2022-03-03 07:48:00,MECANICA,No,suscripcion
5154,2022-03-03 07:48:00,MECANICA,No,suscripcion
5155,2022-03-03 07:48:00,MECANICA,No,suscripcion
5156,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5157,2022-03-03 07:48:00,MECANICA,Yes,suscripcion
5158,2022-03-03 07:48:00,MECANICA,No,suscripcion
5159,2022-03-03 07:48:00,MECANICA,No,suscripcion
5160,2022-03-03 07:48:00,MECANICA,No,suscripcion
5161,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5162,2022-03-03 07:48:00,MECANICA,No,suscripcion
5163,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5164,2022-03-03 07:48:00,MECANICA,No,suscripcion
5165,2022-03-03 07:48:00,MECANICA,No,suscripcion
5166,2022-03-03 07:48:00,MECANICA,No,suscripcion
5167,2022-03-03 07:48:00,MECANICA,No,suscripcion
5168,2022-03-03 07:48:00,MECANICA,No,suscripcion
5169,2022-03-03 07:48:00,MECANICA,No,suscripcion
5170,2022-03-03 07:48:00,MECANICA,Yes,suscripcion
5171,2022-03-03 07:48:00,MECANICA,No,suscripcion
5172,2022-03-03 07:48:00,MECANICA,No,suscripcion
5173,2022-03-03 07:48:00,MECANICA,No,suscripcion
5174,2022-03-03 07:48:00,MECANICA,No,suscripcion
5175,2022-03-03 07:48:00,MECANICA,No,suscripcion
5176,2022-03-03 07:48:00,MECANICA,No,suscripcion
5177,2022-03-03 07:48:00,MECANICA,No,suscripcion
5178,2022-03-03 07:48:00,MECANICA,No,suscripcion
5179,2022-03-03 07:48:00,ELECTRICA,No,renting
5180,2022-03-03 07:48:00,MECANICA,No,suscripcion
5181,2022-03-03 07:48:00,MECANICA,No,suscripcion
5182,2022-03-03 07:48:00,MECANICA,No,suscripcion
5184,2022-03-03 07:48:00,MECANICA,No,suscripcion
5185,2022-03-03 07:48:00,MECANICA,No,suscripcion
5186,2022-03-03 07:48:00,MECANICA,No,suscripcion
5187,2022-03-03 07:48:00,MECANICA,No,suscripcion
5188,2022-03-03 07:48:00,MECANICA,No,suscripcion
5189,2022-03-03 07:48:00,MECANICA,No,suscripcion
5190,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5191,2022-03-03 07:48:00,MECANICA,No,suscripcion
5192,2022-03-03 07:48:00,MECANICA,No,suscripcion
5193,2022-03-03 07:48:00,MECANICA,No,suscripcion
5194,2022-03-03 07:48:00,MECANICA,No,suscripcion
5195,2022-03-03 07:48:00,MECANICA,No,suscripcion
5196,2022-03-03 07:48:00,MECANICA,No,suscripcion
5197,2022-03-03 07:48:00,MECANICA,No,suscripcion
5198,2022-03-03 07:48:00,MECANICA,No,suscripcion
5199,2022-03-03 07:48:00,MECANICA,No,suscripcion
5200,2022-03-03 07:48:00,MECANICA,No,suscripcion
5201,2022-03-03 07:48:00,MECANICA,No,suscripcion
5202,2022-03-03 07:48:00,MECANICA,No,suscripcion
5203,2022-03-03 07:48:00,MECANICA,No,suscripcion
5204,2022-03-03 07:48:00,MECANICA,No,suscripcion
5205,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5206,2022-03-03 07:48:00,MECANICA,No,suscripcion
5207,2022-03-03 07:48:00,MECANICA,No,suscripcion
5208,2022-03-03 07:48:00,MECANICA,No,suscripcion
5209,2022-03-03 07:48:00,MECANICA,Yes,suscripcion
5210,2022-03-03 07:48:00,MECANICA,No,suscripcion
5211,2022-03-03 07:48:00,MECANICA,No,suscripcion
5212,2022-03-03 07:48:00,MECANICA,No,suscripcion
5213,2022-03-03 07:48:00,MECANICA,No,suscripcion
5215,2022-03-03 07:48:00,MECANICA,No,suscripcion
5216,2022-03-03 07:48:00,MECANICA,No,suscripcion
5217,2022-03-03 07:48:00,MECANICA,No,suscripcion
5218,2022-03-03 07:48:00,MECANICA,No,suscripcion
5219,2022-03-03 07:48:00,MECANICA,No,suscripcion
5220,2022-03-03 07:48:00,MECANICA,No,suscripcion
5221,2022-03-03 07:48:00,MECANICA,No,suscripcion
5222,2022-03-03 07:48:00,MECANICA,No,suscripcion
5223,2022-03-03 07:48:00,ELECTRICA,Yes,suscripcion
5224,2022-03-03 07:48:00,MECANICA,No,suscripcion
5225,2022-03-03 07:48:00,MECANICA,No,suscripcion
5226,2022-03-03 07:48:00,MECANICA,No,renting
5227,2022-03-03 07:48:00,MECANICA,No,suscripcion
5229,2022-03-03 07:48:00,MECANICA,Yes,suscripcion
5230,2022-03-03 07:48:00,MECANICA,No,suscripcion
5231,2022-03-03 07:48:00,MECANICA,No,suscripcion
5232,2022-03-03 07:48:00,MECANICA,No,suscripcion
5233,2022-03-03 07:48:00,MECANICA,No,suscripcion
5234,2022-03-03 07:48:00,MECANICA,No,suscripcion
5235,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5236,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5237,2022-03-03 07:48:00,MECANICA,No,suscripcion
5238,2022-03-03 07:48:00,MECANICA,No,suscripcion
5239,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5240,2022-03-03 07:48:00,MECANICA,No,suscripcion
5241,2022-03-03 07:48:00,MECANICA,Yes,suscripcion
5242,2022-03-03 07:48:00,MECANICA,No,suscripcion
5243,2022-03-03 07:48:00,MECANICA,No,suscripcion
5244,2022-03-03 07:48:00,MECANICA,No,suscripcion
5245,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5246,2022-03-03 07:48:00,MECANICA,No,suscripcion
5247,2022-03-03 07:48:00,MECANICA,No,suscripcion
5248,2022-03-03 07:48:00,MECANICA,No,suscripcion
5249,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5250,2022-03-03 07:48:00,MECANICA,No,suscripcion
5251,2022-03-03 07:48:00,MECANICA,Yes,suscripcion
5252,2022-03-03 07:48:00,MECANICA,No,suscripcion
5253,2022-03-03 07:48:00,MECANICA,No,suscripcion
5254,2022-03-03 07:48:00,MECANICA,No,suscripcion
5255,2022-03-03 07:48:00,MECANICA,No,suscripcion
5256,2022-03-03 07:48:00,MECANICA,No,suscripcion
5257,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5258,2022-03-03 07:48:00,MECANICA,No,suscripcion
5259,2022-03-03 07:48:00,MECANICA,Yes,suscripcion
5260,2022-03-03 07:48:00,MECANICA,No,suscripcion
5261,2022-03-03 07:48:00,MECANICA,No,suscripcion
5262,2022-03-03 07:48:00,MECANICA,No,suscripcion
5263,2022-03-03 07:48:00,MECANICA,No,suscripcion
5264,2022-03-03 07:48:00,MECANICA,No,suscripcion
5265,2022-03-03 07:48:00,MECANICA,No,suscripcion
5266,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5267,2022-03-03 07:48:00,MECANICA,No,suscripcion
5268,2022-03-03 07:48:00,MECANICA,No,suscripcion
5269,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5270,2022-03-03 07:48:00,MECANICA,No,suscripcion
5271,2022-03-03 07:48:00,MECANICA,No,suscripcion
5272,2022-03-03 07:48:00,MECANICA,No,suscripcion
5273,2022-03-03 07:48:00,MECANICA,No,suscripcion
5274,2022-03-03 07:48:00,MECANICA,No,suscripcion
5275,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5276,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5277,2022-03-03 07:48:00,MECANICA,No,suscripcion
5278,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5279,2022-03-03 07:48:00,MECANICA,No,suscripcion
5280,2022-03-03 07:48:00,MECANICA,No,suscripcion
5281,2022-03-03 07:48:00,MECANICA,Yes,suscripcion
5282,2022-03-03 07:48:00,MECANICA,No,suscripcion
5283,2022-03-03 07:48:00,MECANICA,No,suscripcion
5284,2022-03-03 07:48:00,ELECTRICA,Yes,suscripcion
5285,2022-03-03 07:48:00,MECANICA,No,suscripcion
5286,2022-03-03 07:48:00,MECANICA,No,suscripcion
5287,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5288,2022-03-03 07:48:00,MECANICA,No,suscripcion
5289,2022-03-03 07:48:00,MECANICA,No,suscripcion
5290,2022-03-03 07:48:00,ELECTRICA,No,renting
5291,2022-03-03 07:48:00,MECANICA,Yes,suscripcion
5292,2022-03-03 07:48:00,MECANICA,No,renting
5293,2022-03-03 07:48:00,MECANICA,Yes,suscripcion
5294,2022-03-03 07:48:00,MECANICA,No,suscripcion
5295,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5296,2022-03-03 07:48:00,MECANICA,No,suscripcion
5297,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5298,2022-03-03 07:48:00,MECANICA,No,suscripcion
5299,2022-03-03 07:48:00,MECANICA,No,suscripcion
5300,2022-03-03 07:48:00,MECANICA,No,suscripcion
5301,2022-03-03 07:48:00,MECANICA,No,suscripcion
5302,2022-03-03 07:48:00,MECANICA,Yes,suscripcion
5303,2022-03-03 07:48:00,MECANICA,No,suscripcion
5304,2022-03-03 07:48:00,MECANICA,No,suscripcion
5305,2022-03-03 07:48:00,MECANICA,No,suscripcion
5307,2022-03-03 07:48:00,MECANICA,No,suscripcion
5308,2022-03-03 07:48:00,MECANICA,No,suscripcion
5309,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5310,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5311,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5312,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5313,2022-03-03 07:48:00,MECANICA,No,suscripcion
5314,2022-03-03 07:48:00,MECANICA,No,suscripcion
5315,2022-03-03 07:48:00,MECANICA,No,suscripcion
5316,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5317,2022-03-03 07:48:00,MECANICA,No,suscripcion
5318,2022-03-03 07:48:00,MECANICA,No,suscripcion
5319,2022-03-03 07:48:00,ELECTRICA,Yes,suscripcion
5320,2022-03-03 07:48:00,MECANICA,No,suscripcion
5321,2022-03-03 07:48:00,MECANICA,No,renting
5322,2022-03-03 07:48:00,MECANICA,No,suscripcion
5323,2022-03-03 07:48:00,MECANICA,No,suscripcion
5324,2022-03-03 07:48:00,MECANICA,No,suscripcion
5325,2022-03-03 07:48:00,MECANICA,No,suscripcion
5326,2022-03-03 07:48:00,MECANICA,No,suscripcion
5327,2022-03-03 07:48:00,MECANICA,No,suscripcion
5328,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5329,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5330,2022-03-03 07:48:00,MECANICA,No,suscripcion
5331,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5332,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5333,2022-03-03 07:48:00,MECANICA,No,suscripcion
5334,2022-03-03 07:48:00,MECANICA,No,suscripcion
5335,2022-03-03 07:48:00,MECANICA,No,suscripcion
5336,2022-03-03 07:48:00,MECANICA,Yes,suscripcion
5337,2022-03-03 07:48:00,MECANICA,No,suscripcion
5338,2022-03-03 07:48:00,MECANICA,No,suscripcion
5339,2022-03-03 07:48:00,MECANICA,No,suscripcion
5340,2022-03-03 07:48:00,MECANICA,No,suscripcion
5341,2022-03-03 07:48:00,MECANICA,No,suscripcion
5342,2022-03-03 07:48:00,MECANICA,No,suscripcion
5343,2022-03-03 07:48:00,MECANICA,No,suscripcion
5344,2022-03-03 07:48:00,MECANICA,No,suscripcion
5345,2022-03-03 07:48:00,MECANICA,No,suscripcion
5346,2022-03-03 07:48:00,MECANICA,Yes,suscripcion
5347,2022-03-03 07:48:00,MECANICA,No,suscripcion
5348,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5349,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5350,2022-03-03 07:48:00,MECANICA,Yes,suscripcion
5351,2022-03-03 07:48:00,MECANICA,No,suscripcion
5352,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5353,2022-03-03 07:48:00,MECANICA,No,suscripcion
5354,2022-03-03 07:48:00,MECANICA,No,suscripcion
5355,2022-03-03 07:48:00,MECANICA,No,suscripcion
5356,2022-03-03 07:48:00,MECANICA,No,suscripcion
5357,2022-03-03 07:48:00,MECANICA,No,suscripcion
5358,2022-03-03 07:48:00,MECANICA,No,suscripcion
5359,2022-03-03 07:48:00,MECANICA,No,suscripcion
5360,2022-03-03 07:48:00,MECANICA,No,suscripcion
5361,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5362,2022-03-03 07:48:00,MECANICA,No,suscripcion
5363,2022-03-03 07:48:00,MECANICA,No,suscripcion
5364,2022-03-03 07:48:00,MECANICA,No,suscripcion
5365,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5366,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5367,2022-03-03 07:48:00,MECANICA,No,suscripcion
5368,2022-03-03 07:48:00,MECANICA,No,suscripcion
5369,2022-03-03 07:48:00,MECANICA,No,suscripcion
5370,2022-03-03 07:48:00,MECANICA,No,suscripcion
5371,2022-03-03 07:48:00,MECANICA,No,suscripcion
5372,2022-03-03 07:48:00,MECANICA,No,suscripcion
5373,2022-03-03 07:48:00,MECANICA,No,suscripcion
5374,2022-03-03 07:48:00,MECANICA,No,suscripcion
5375,2022-03-03 07:48:00,MECANICA,No,suscripcion
5376,2022-03-03 07:48:00,MECANICA,No,suscripcion
5377,2022-03-03 07:48:00,MECANICA,No,suscripcion
5378,2022-03-03 07:48:00,MECANICA,No,suscripcion
5379,2022-03-03 07:48:00,MECANICA,No,suscripcion
5380,2022-03-03 07:48:00,MECANICA,No,suscripcion
5381,2022-03-03 07:48:00,MECANICA,No,suscripcion
5382,2022-03-03 07:48:00,MECANICA,No,suscripcion
5383,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5384,2022-03-03 07:48:00,MECANICA,No,suscripcion
5385,2022-03-03 07:48:00,MECANICA,No,suscripcion
5386,2022-03-03 07:48:00,MECANICA,No,suscripcion
5387,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5388,2022-03-03 07:48:00,MECANICA,No,suscripcion
5389,2022-03-03 07:48:00,MECANICA,No,suscripcion
5390,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5391,2022-03-03 07:48:00,MECANICA,No,suscripcion
5392,2022-03-03 07:48:00,MECANICA,No,suscripcion
5393,2022-03-03 07:48:00,MECANICA,No,suscripcion
5394,2022-03-03 07:48:00,MECANICA,No,suscripcion
5395,2022-03-03 07:48:00,MECANICA,No,suscripcion
5396,2022-03-03 07:48:00,MECANICA,No,suscripcion
5397,2022-03-03 07:48:00,MECANICA,No,suscripcion
5398,2022-03-03 07:48:00,MECANICA,No,suscripcion
5399,2022-03-03 07:48:00,MECANICA,No,suscripcion
5400,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5401,2022-03-03 07:48:00,MECANICA,No,suscripcion
5402,2022-03-03 07:48:00,MECANICA,No,suscripcion
5403,2022-03-03 07:48:00,MECANICA,No,suscripcion
5404,2022-03-03 07:48:00,MECANICA,No,suscripcion
5405,2022-03-03 07:48:00,MECANICA,No,suscripcion
5406,2022-03-03 07:48:00,MECANICA,No,suscripcion
5407,2022-03-03 07:48:00,MECANICA,No,suscripcion
5408,2022-03-03 07:48:00,MECANICA,No,suscripcion
5409,2022-03-03 07:48:00,MECANICA,No,suscripcion
5410,2022-03-03 07:48:00,MECANICA,No,suscripcion
5411,2022-03-03 07:48:00,MECANICA,No,suscripcion
5412,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5413,2022-03-03 07:48:00,MECANICA,No,suscripcion
5414,2022-03-03 07:48:00,ELECTRICA,Yes,suscripcion
5415,2022-03-03 07:48:00,MECANICA,Yes,renting
5416,2022-03-03 07:48:00,MECANICA,No,suscripcion
5417,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5418,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5419,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5420,2022-03-03 07:48:00,MECANICA,No,suscripcion
5421,2022-03-03 07:48:00,MECANICA,No,suscripcion
5422,2022-03-03 07:48:00,MECANICA,No,suscripcion
5424,2022-03-03 07:48:00,MECANICA,No,suscripcion
5425,2022-03-03 07:48:00,MECANICA,No,suscripcion
5426,2022-03-03 07:48:00,MECANICA,No,suscripcion
5427,2022-03-03 07:48:00,MECANICA,No,suscripcion
5428,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5429,2022-03-03 07:48:00,MECANICA,No,suscripcion
5430,2022-03-03 07:48:00,MECANICA,No,suscripcion
5431,2022-03-03 07:48:00,MECANICA,Yes,suscripcion
5432,2022-03-03 07:48:00,MECANICA,No,suscripcion
5434,2022-03-03 07:48:00,MECANICA,No,suscripcion
5435,2022-03-03 07:48:00,MECANICA,No,suscripcion
5436,2022-03-03 07:48:00,MECANICA,No,suscripcion
5437,2022-03-03 07:48:00,MECANICA,No,suscripcion
5438,2022-03-03 07:48:00,MECANICA,No,suscripcion
5439,2022-03-03 07:48:00,MECANICA,No,suscripcion
5440,2022-03-03 07:48:00,MECANICA,No,suscripcion
5441,2022-03-03 07:48:00,MECANICA,No,suscripcion
5442,2022-03-03 07:48:00,MECANICA,No,suscripcion
5443,2022-03-03 07:48:00,MECANICA,No,suscripcion
5444,2022-03-03 07:48:00,MECANICA,No,suscripcion
5445,2022-03-03 07:48:00,ELECTRICA,Yes,suscripcion
5446,2022-03-03 07:48:00,MECANICA,No,suscripcion
5447,2022-03-03 07:48:00,MECANICA,No,suscripcion
5448,2022-03-03 07:48:00,ELECTRICA,No,suscripcion
5449,2022-03-03 07:48:00,ELECTRICA,Yes,suscripcion
5450,2022-03-03 07:48:00,MECANICA,No,suscripcion
5451,2022-03-03 07:48:00,MECANICA,No,suscripcion
5452,2022-03-03 07:48:00,MECANICA,No,suscripcion
5453,2022-03-03 07:48:00,MECANICA,No,suscripcion
5454,2022-03-03 07:48:00,MECANICA,Yes,suscripcion
5455,2022-03-03 07:48:00,MECANICA,No,suscripcion
5456,2022-03-03 07:48:00,MECANICA,No,renting
5457,2022-03-03 07:48:00,MECANICA,Yes,renting
5458,2022-03-03 07:48:00,MECANICA,Yes,suscripcion
5459,2022-03-03 07:48:00,MECANICA,No,suscripcion
5460,2022-03-03 07:48:00,MECANICA,No,suscripcion
5461,2022-03-03 07:48:00,MECANICA,No,suscripcion
5462,2022-03-03 07:48:00,MECANICA,No,renting
5463,2022-03-03 07:48:00,MECANICA,No,suscripcion
5464,2022-03-03 07:48:00,MECANICA,No,suscripcion
